Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File,% 52 plus weeks
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,414","4,909",58.30%,14.3,47,379,4,27,2025,3,RTT_2025_MAR,4.50%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,081","2,864",56.40%,15,44.2,185,-,12,2025,3,RTT_2025_MAR,3.60%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,321","2,896",67.00%,11.3,33.3,7,-,-,2025,3,RTT_2025_MAR,0.20%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,011","1,626",54.00%,16,40.1,33,-,-,2025,3,RTT_2025_MAR,1.10%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,139,96,69.10%,8.7,32.9,1,-,-,2025,3,RTT_2025_MAR,0.70%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,40,25,62.50%,12,35.9,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,69,33,47.80%,18.4,35.5,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,860","1,641",57.40%,15,36.2,26,-,3,2025,3,RTT_2025_MAR,0.90%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,931","2,896",73.70%,10.2,28.4,8,-,1,2025,3,RTT_2025_MAR,0.20%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,882","1,969",68.30%,9.2,39.6,17,-,-,2025,3,RTT_2025_MAR,0.60%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,049","1,399",68.30%,10.9,34.4,12,-,-,2025,3,RTT_2025_MAR,0.60%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_400,Neurology Service,"1,973","1,096",55.50%,15.5,41.2,19,-,1,2025,3,RTT_2025_MAR,1.00%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_410,Rheumatology Service,801,528,65.90%,10,32,3,-,-,2025,3,RTT_2025_MAR,0.40%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,554,399,72.00%,8.4,37.9,2,-,-,2025,3,RTT_2025_MAR,0.40%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,706","2,671",56.80%,15.2,43,92,-,2,2025,3,RTT_2025_MAR,2.00%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,292","2,109",64.10%,12.4,35.4,3,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,692","1,130",66.80%,9.6,42.1,9,-,-,2025,3,RTT_2025_MAR,0.50%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X05,Other - Surgical Services,"6,667","4,203",63.00%,11.4,43.8,241,-,11,2025,3,RTT_2025_MAR,3.60%
Y58,RH5,SOMERSET NHS FOUNDATION TRUST,X06,Other - Other Services,"1,392",987,70.90%,11.1,36.1,7,-,-,2025,3,RTT_2025_MAR,0.50%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,220",465,38.10%,22.9,48.9,74,1,10,2025,3,RTT_2025_MAR,6.10%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_101,Urology Service,"3,225","2,172",67.30%,11,39,79,1,4,2025,3,RTT_2025_MAR,2.40%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"10,259","4,846",47.20%,19.2,46.2,402,2,30,2025,3,RTT_2025_MAR,3.90%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,071","2,448",60.10%,14.2,40.6,74,-,1,2025,3,RTT_2025_MAR,1.80%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"8,563","5,190",60.60%,12.3,44.7,339,1,26,2025,3,RTT_2025_MAR,4.00%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,076","1,935",62.90%,12.8,34,24,-,2,2025,3,RTT_2025_MAR,0.80%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,222",799,65.40%,11.6,38.2,23,-,3,2025,3,RTT_2025_MAR,1.90%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,1,1,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,172,133,77.30%,8.6,36.2,2,-,-,2025,3,RTT_2025_MAR,1.20%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,765","2,122",76.70%,9.4,30.2,10,-,2,2025,3,RTT_2025_MAR,0.40%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,788","3,140",54.30%,16.1,48.5,326,1,45,2025,3,RTT_2025_MAR,5.60%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,453","2,845",63.90%,10.4,38.2,82,-,3,2025,3,RTT_2025_MAR,1.80%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,476","1,520",61.40%,14.2,39.3,42,-,4,2025,3,RTT_2025_MAR,1.70%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_400,Neurology Service,"1,863","1,107",59.40%,14.8,37.1,21,-,2,2025,3,RTT_2025_MAR,1.10%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,621,497,80.00%,6,30.1,2,-,-,2025,3,RTT_2025_MAR,0.30%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,236,213,90.30%,5.1,18.8,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,014","2,597",64.70%,11.3,39.8,88,-,9,2025,3,RTT_2025_MAR,2.20%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X02,Other - Medical Services,"6,385","4,422",69.30%,10.2,39.2,96,-,2,2025,3,RTT_2025_MAR,1.50%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,350",912,67.60%,9.6,39.8,17,-,2,2025,3,RTT_2025_MAR,1.30%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,"7,288","4,367",59.90%,13,45.3,282,2,29,2025,3,RTT_2025_MAR,3.90%
Y58,RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,X06,Other - Other Services,"2,052","1,697",82.70%,7.5,27.4,3,-,-,2025,3,RTT_2025_MAR,0.10%
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_100,General Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_101,Urology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,95,94,98.90%,5.3,9.4,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_301,Gastroenterology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_320,Cardiology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_330,Dermatology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_410,Rheumatology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,C_502,Gynaecology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X02,Other - Medical Services,383,382,99.70%,5.4,10.1,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X04,Other - Paediatric Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X05,Other - Surgical Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_100,General Surgery Service,20,20,100.00%,5.5,15.2,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_101,Urology Service,"2,692","1,862",69.20%,9.2,39.3,67,-,8,2025,3,RTT_2025_MAR,2.50%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_110,Trauma and Orthopaedic Service,"3,439","1,717",49.90%,18,46.2,154,1,15,2025,3,RTT_2025_MAR,4.50%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_120,Ear Nose and Throat Service,"3,806","2,153",56.60%,15.1,44.6,130,2,2,2025,3,RTT_2025_MAR,3.40%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_130,Ophthalmology Service,"6,265","3,578",57.10%,14.1,48.4,313,-,12,2025,3,RTT_2025_MAR,5.00%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_150,Neurosurgical Service,"1,395",783,56.10%,15.1,45.1,54,2,9,2025,3,RTT_2025_MAR,3.90%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_160,Plastic Surgery Service,"1,204",973,80.80%,4.5,29.5,7,-,-,2025,3,RTT_2025_MAR,0.60%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_170,Cardiothoracic Surgery Service,580,269,46.40%,19.5,50.3,40,4,9,2025,3,RTT_2025_MAR,6.90%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_300,General Internal Medicine Service,42,32,76.20%,5,20.9,1,-,-,2025,3,RTT_2025_MAR,2.40%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_301,Gastroenterology Service,"1,268",938,74.00%,9.4,31.7,15,-,-,2025,3,RTT_2025_MAR,1.20%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_320,Cardiology Service,"3,195","1,619",50.70%,17.7,46.2,126,-,16,2025,3,RTT_2025_MAR,3.90%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_330,Dermatology Service,"1,850","1,519",82.10%,7.2,28.1,3,-,-,2025,3,RTT_2025_MAR,0.20%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_340,Respiratory Medicine Service,"1,586",843,53.20%,16.3,46.8,57,1,11,2025,3,RTT_2025_MAR,3.60%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_400,Neurology Service,"3,106","1,714",55.20%,16.5,48.2,175,1,23,2025,3,RTT_2025_MAR,5.60%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_410,Rheumatology Service,564,447,79.30%,8.1,23.8,2,-,-,2025,3,RTT_2025_MAR,0.40%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_430,Elderly Medicine Service,71,36,50.70%,16.8,53.3,6,-,-,2025,3,RTT_2025_MAR,8.50%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,C_502,Gynaecology Service,"3,783","1,760",46.50%,19.4,46.9,151,-,6,2025,3,RTT_2025_MAR,4.00%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X02,Other - Medical Services,"4,578","3,174",69.30%,9.5,33.1,52,-,2,2025,3,RTT_2025_MAR,1.10%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X04,Other - Paediatric Services,"1,659",867,52.30%,16.8,49,63,-,1,2025,3,RTT_2025_MAR,3.80%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X05,Other - Surgical Services,"6,201","4,028",65.00%,10.2,40.6,190,1,6,2025,3,RTT_2025_MAR,3.10%
Y58,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,X06,Other - Other Services,823,688,83.60%,7.4,31.1,12,-,1,2025,3,RTT_2025_MAR,1.50%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"4,426","2,849",64.40%,11.8,43.9,150,-,1,2025,3,RTT_2025_MAR,3.40%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"2,617","1,363",52.10%,17.1,49.1,160,-,4,2025,3,RTT_2025_MAR,6.10%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,701","2,597",55.20%,16.3,42.2,93,-,5,2025,3,RTT_2025_MAR,2.00%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,703","1,805",48.70%,18.4,43,79,-,1,2025,3,RTT_2025_MAR,2.10%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,051","1,298",63.30%,11.5,35.7,24,-,1,2025,3,RTT_2025_MAR,1.20%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,866","1,427",49.80%,18.1,41.7,37,-,2,2025,3,RTT_2025_MAR,1.30%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,244,151,61.90%,10.3,55.2,21,1,5,2025,3,RTT_2025_MAR,8.60%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,052","1,976",64.70%,12.4,34.6,9,-,-,2025,3,RTT_2025_MAR,0.30%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"1,368",902,65.90%,11.8,38.4,23,-,-,2025,3,RTT_2025_MAR,1.70%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,367","1,575",66.50%,10.6,37.2,37,1,1,2025,3,RTT_2025_MAR,1.60%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,832,444,53.40%,16.8,46.5,27,-,-,2025,3,RTT_2025_MAR,3.20%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"1,278",595,46.60%,20,51.7,100,-,-,2025,3,RTT_2025_MAR,7.80%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,274,241,88.00%,4,26.5,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,183,125,68.30%,11.9,27.1,1,-,-,2025,3,RTT_2025_MAR,0.50%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,190","1,757",55.10%,16.3,43.4,96,-,1,2025,3,RTT_2025_MAR,3.00%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,819","1,098",60.40%,14.3,39.6,16,-,-,2025,3,RTT_2025_MAR,0.90%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,617",797,49.30%,18.3,44.6,64,-,-,2025,3,RTT_2025_MAR,4.00%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,727,523,71.90%,6.1,33.5,7,-,-,2025,3,RTT_2025_MAR,1.00%
Y58,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,862,635,73.70%,9.3,27.5,6,-,-,2025,3,RTT_2025_MAR,0.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,004",529,52.70%,16.9,48.5,57,-,-,2025,3,RTT_2025_MAR,5.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_101,Urology Service,"1,944","1,492",76.70%,9.3,32.9,25,-,-,2025,3,RTT_2025_MAR,1.30%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,611","1,521",58.30%,14.9,39.6,42,-,-,2025,3,RTT_2025_MAR,1.60%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"2,225","1,704",76.60%,10,30.2,20,-,-,2025,3,RTT_2025_MAR,0.90%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,452","1,538",62.70%,13.4,39.2,14,-,-,2025,3,RTT_2025_MAR,0.60%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,991","1,008",50.60%,17.7,48.6,115,-,-,2025,3,RTT_2025_MAR,5.80%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,853","1,127",60.80%,13.4,46.9,88,-,-,2025,3,RTT_2025_MAR,4.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,13,12,92.30%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,068",774,72.50%,10.4,31.7,2,-,-,2025,3,RTT_2025_MAR,0.20%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,168","1,314",60.60%,13.3,40.8,11,-,-,2025,3,RTT_2025_MAR,0.50%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_330,Dermatology Service,679,65,9.60%,42,54.3,116,-,-,2025,3,RTT_2025_MAR,17.10%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,095",645,58.90%,15.1,51.8,85,-,-,2025,3,RTT_2025_MAR,7.80%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_400,Neurology Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_410,Rheumatology Service,890,353,39.70%,23,49.4,45,-,-,2025,3,RTT_2025_MAR,5.10%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,232,182,78.40%,9.8,27.6,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,353","1,516",64.40%,12.8,36.1,1,-,-,2025,3,RTT_2025_MAR,0.00%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,103","2,312",74.50%,9.7,34.6,23,-,-,2025,3,RTT_2025_MAR,0.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,48,44,91.70%,6,18.2,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X04,Other - Paediatric Services,187,113,60.40%,14.5,37,5,-,-,2025,3,RTT_2025_MAR,2.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,474","1,070",72.60%,9.9,34.6,10,-,-,2025,3,RTT_2025_MAR,0.70%
Y58,RNZ,SALISBURY NHS FOUNDATION TRUST,X06,Other - Other Services,691,625,90.40%,8.1,18.9,4,-,-,2025,3,RTT_2025_MAR,0.60%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,10,9,90.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"4,107","3,253",79.20%,7.4,31.3,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,794","4,758",54.10%,16.1,41,95,1,2,2025,3,RTT_2025_MAR,1.10%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"6,042","3,299",54.60%,16.2,40.1,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,622","3,214",69.50%,10.1,32,8,-,2,2025,3,RTT_2025_MAR,0.20%
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"3,192","1,923",60.20%,14.3,35.6,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2025,3,RTT_2025_MAR,-
Y58,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,13,13,100.00%,-,-,-,-,-,2025,3,RTT_2025_MAR,-
